FrameIndex,FrameID,ObjectID,CenterX_px,CenterY_px,Width_px,Height_px,EstAltitude_m,GSD_cmpx,CenterX_m,CenterY_m,Width_m,Height_m,IndividualCount,Distances_px,MaxDistance_px,Distances_m,MaxDistance_m,Angle_deg,AngleXVal,AngleYVal,FilteredAngle_deg,FilteredAngleXVal,FilteredAngleYVal,NeighborFrameObjsPlusMinus25Deg_count,NeighborsConsideredForAngleFiltering,NeighborWindowStart,NeighborWindowEnd,ObjectGroupLength,MovingAvgAngleXVal,MovingAvgAngleYVal,MovingAvgAngle_deg,Angles_deg
6420,20240521_DJI_0007_006421,53,1774.7583961486816,846.4901661872864,119.5828628540039,53.814425468444824,80.0,2.696075809379276,47.848831793492224,22.82201659934986,3.224044637569995,1.4508777070111811,1,{},0.0,{},0.0,171.69684,-297.27362,43.384342,171.69684,-297.27362,43.384342,6,67,0,67,67,-284.18420944444443,40.142338055555555,171.9598981091428,{}
6421,20240521_DJI_0007_006422,53,1774.0881156921387,846.3223135471344,118.93146514892578,54.18231725692749,80.0,2.696075809379276,47.83076052424837,22.817491164923318,3.2064824616205323,1.4607963485251552,1,{},0.0,{},0.0,170.98459,-308.09286,48.882046,170.98459,-308.09286,48.882046,6,67,0,67,67,-287.2856705263158,40.98056315789474,171.88167322614322,{}
6422,20240521_DJI_0007_006423,53,1773.0713653564453,845.1319599151611,122.84065246582031,56.62147521972656,80.0,2.696075809379276,47.80334816440596,22.78539832860562,3.3118771152146484,1.526557896312729,1,{},0.0,{},0.0,170.37682,-309.53088,52.4821,170.37682,-309.53088,52.4821,6,67,0,67,67,-290.211007,42.244431,171.71793576262436,{}
6423,20240521_DJI_0007_006424,53,1771.9268417358398,844.8659062385559,123.504638671875,57.592735290527344,80.0,2.696075809379276,47.77249093993819,22.778225319790703,3.3297786866937042,1.5527438041277493,1,{},0.0,{},0.0,169.97998,-315.62582,55.767056,169.97998,-315.62582,55.767056,6,67,0,67,67,-296.609321,43.872628750000004,171.586167008915,{}
6424,20240521_DJI_0007_006425,53,1771.222801208496,844.3573272228241,124.66621398925781,58.76503229141235,80.0,2.696075809379276,47.753509473592246,22.764513643975977,3.3610956378333827,1.5843498199826884,1,{},0.0,{},0.0,169.0993,-296.37665,57.07693,169.0993,-296.37665,57.07693,6,67,0,67,67,-306.345862,46.58436155,171.35357962461597,{}
6425,20240521_DJI_0007_006426,53,1770.7165145874023,844.3494093418121,122.07893371582031,58.07546854019165,80.0,2.696075809379276,47.739859602474816,22.7643001719014,3.2913406002603924,1.565758658495779,1,{},0.0,{},0.0,170.24554,-301.86917,51.894844,170.24554,-301.86917,51.894844,6,67,0,67,67,-312.5080035,48.731789,171.1368069750972,{}
6426,20240521_DJI_0007_006427,53,1770.3505325317383,843.8921678066254,121.60720825195312,58.462865352630615,80.0,2.696075809379276,47.72999244880539,22.75197259348079,3.2786225241423868,1.576203170242252,1,{},0.0,{},0.0,170.7608,-312.98328,50.912,170.7608,-312.98328,50.912,6,67,0,67,67,-317.91377900000003,50.99121864999999,170.88775625409974,{}
6427,20240521_DJI_0007_006428,53,1770.0204849243164,844.0265786647797,117.17079162597656,56.65475606918335,80.0,2.696075809379276,47.721094115102254,22.755596412112666,3.1590133686861526,1.5274551732440895,1,{},0.0,{},0.0,170.83336,-305.94794,49.369953,170.83336,-305.94794,49.369953,6,67,0,67,67,-321.6716985,52.9298534,170.65592884810732,{}
6428,20240521_DJI_0007_006429,53,1770.285530090332,843.8771045207977,115.91789245605469,56.19423151016235,80.0,2.696075809379276,47.72823993370713,22.751566475875496,3.1252342572499754,1.515039082012074,1,{},0.0,{},0.0,172.49463,-328.26968,43.248867,172.49463,-328.26968,43.248867,6,67,0,67,67,-325.2365435,54.87062404999999,170.42381115741904,{}
6429,20240521_DJI_0007_006430,53,1767.6286125183105,843.066680431366,113.49552154541016,55.1993465423584,80.0,2.696075809379276,47.656607421772705,22.729716828046943,3.0599253011146477,1.4882162290639607,1,{},0.0,{},0.0,171.36368,-342.14996,51.96718,171.36368,-342.14996,51.96718,6,67,0,67,67,-328.124045,56.82528425,170.17483615023002,{}
