date_dmy,sampling_start_final_time_hh_mm,camera_photo,photoid_number,dolphin_photoid,hydrophone_track_on_off,hydro_buzz,sonar_start_final_time_hh_mm,drone_start_final_time_hh_mm,event_interaction,time_event_hh_mm,site,treatment,fishers_number_nets,fishers_number_tags,fishers_number_line,dolphins_number_site,dolphins_number_throw,nets_with_fish,fish_catch_total,observation
28/05/2024,,,,,off,,,off,NA,12:52:49,tesoura,FO2,1,7,5,1,0,1,1,
28/05/2024,,,,,off,,,off,NA,12:53:23,tesoura,FO2,2,97,5,4,0,0,0,
28/05/2024,,,6155,,on 137: 12:39:11,,,on: 12:59:09,6,13:03:55,tesoura,CO,1,NA,11,4,1,0,0,
28/05/2024,,,,,on,,,on,6,13:04:33,tesoura,CO,2,6,11,4,1,0,0,
28/05/2024,,,,,on,,,on,6,13:07:45,tesoura,WN,0,NA,11,4,1,0,0,
28/05/2024,,,,,on,,,on,6,13:09:21,tesoura,FO2,1,2,13,4,0,0,0,
28/05/2024,,,,,off 137: 13:15:40,,,off: 13:15:35,6,13:09:23,tesoura,FO2,1,97,13,4,0,0,0,
28/05/2024,,,,,on 138: 13:28:42,,,on: 13:27:20,7,13:26:33,tesoura,FO2,2,97;2,14,4,0,0,0,
28/05/2024,,,,,on,,,on,7,13:26:40,tesoura,FC,1,50,14,4,0,0,0,
28/05/2024,,,,,on,,,on,7,13:33:45,tesoura,FO2,1,14,12,4,0,0,0,
28/05/2024,,,,,off 138: 13:43:38,,,off: 13:43:54,NA,13:50:10,quarto,CO,2,NA,6,4,2,0,0,
28/05/2024,,,,,off,,,off,NA,13:50:19,quarto,FO1,1,5,6,4,2,0,0,
28/05/2024,,,,,off,,,off,NA,13:55:58,tesoura,FO2,1,97,11,4,0,0,0,
28/05/2024,,,,,on 139: 14:04:48,,,on: 14:04:42,8,14:05:45,tesoura,FO2,1,NA,10,4,0,0,0,
28/05/2024,,,,,on,,,on,8,14:06:15,tesoura,FO2,1,7,10,4,0,0,0,
28/05/2024,,,,,on,,,on,8,14:06:21,tesoura,FO2,1,97,10,4,0,0,0,
28/05/2024,,,,,on,,,on,8,14:07:21,tesoura,FO2,1,NA,9,4,0,0,0,
28/05/2024,,,,,on,,,on,8,14:08:05,tesoura,FO2,1,NA,9,4,0,0,0,
28/05/2024,,,,,on,,,on,8,14:10:10,tesoura,FO2,1,5,7,4,0,0,0,check time event
28/05/2024,,,,,on,,,on,8,14:13:15,tesoura,FO2,1,5,7,4,0,0,0,
28/05/2024,,,,,off 139: 14:20:00,,,off:14:19:24,8,14:13:53,quarto,FO2,2,NA,4,4,0,0,0,
28/05/2024,,,,,off,,,off,NA,14:19:57,tesoura,FO3,1,97,5,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,14:20:49,tesoura,FO3,1,NA,5,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,14:22:27,tesoura,FO3,2,7,6,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,14:23:56,tesoura,FO3,2,97,5,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,14:27:21,tesoura,FO2,1,7,9,2,0,0,0,
28/05/2024,,,,,off,,,off,NA,14:31:08,tesoura,FO2,1,7,9,2,0,0,0,
28/05/2024,,,,,off,,,off,NA,14:33:07,tesoura,FO2,1,50,11,3,0,0,0,
28/05/2024,,,,,off,,,off,NA,14:34:50,tesoura,FO2,2,5,11,3,0,0,0,
28/05/2024,,,,,off,,,off,NA,14:35;21,tesoura,FO2,2,14,11,3,0,0,0,
28/05/2024,,,,,off,,,off,NA,14:38:57,tesoura,FO2,2,50;97,8,3,0,0,0,
28/05/2024,,,,,off,,,off,NA,14:40:50,tesoura,FO2,1,97,8,4,0,0,0,
28/05/2024,,,,,on 140: 14:45:15,,,on/off,NA,14:43:36,tesoura,FO2,3,97;4,7,4,0,0,0,"Drone subiu, mas teve que descer por causa do vento. "
28/05/2024,,,,,on,,,off,NA,14:46:49,tesoura,FO2,1,5,7,4,0,0,0,
28/05/2024,,,,,on,,,off,NA,14:47:17,tesoura,FC,1,50,7,4,0,0,0,
28/05/2024,,,,,on,,,off,NA,14:47:41,tesoura,FO2,1,NA,6,4,0,0,0,
28/05/2024,,,,,on,,,off,NA,14:48:20,quarto,FO2,2,NA,6,4,0,1,1,
28/05/2024,,,,,on,,,off,NA,14:48:29,tesoura,FO2,1,5,4,4,0,1,1,
28/05/2024,,,,,on,,,off,NA,14:51:47,quarto,FO2,3,NA,4,3,0,2,2,
28/05/2024,,,,,on,,,off,NA,14:52:13,tesoura,CO,1,5,7,3,1,0,0,
28/05/2024,,,,,on,,,off,NA,14:55:10,tesoura,FO2,1,5,5,3,0,0,0,
28/05/2024,,,,,on,,,off,NA,15:00:20,tesoura,FO2,1,NA,5,3,0,0,0,
28/05/2024,,,,,on,,,off,NA,15:00:25,quarto,FO2,1,NA,8,3,0,0,0,
28/05/2024,,,,,on,,,off,NA,15:01:54,tesoura,FO2,1,NA,5,3,0,0,0,
28/05/2024,,,,,on,,,off,NA,15:04:15,tesoura,FO2,1,NA,4,3,0,0,0,
28/05/2024,,,6424,,on,,,off,NA,15:05:20,tesoura,CO,3,97;50,4,3,1,0,0,
28/05/2024,,,,,off: 15:06:00,,,off,NA,15:06:15,tesoura,FO2,1,5,4,3,0,0,0,
28/05/2024,,,,,off,,,off,NA,15:07:45,tesoura,FO2,1,NA,4,3,0,0,0,
28/05/2024,,,,,off,,,off,NA,15:08:24,tesoura,FO2,1,97,4,3,0,0,0,
28/05/2024,,,,,off,,,off,NA,15:08:40,tesoura,FO2,1,5,4,3,0,0,0,
28/05/2024,,,,,off,,,off,NA,15:09:35,tesoura,FO2,1,NA,4,3,0,0,0,
28/05/2024,,,,,f141 on:15:10:36,,,off,9,15:10:29,tesoura,FO2,1,5;97,4,3,0,0,0,
28/05/2024,,,,,on,,,off,9,15:12:12,tesoura,FO2,1,5,4,3,0,0,0,
28/05/2024,,,,,on,,,off,9,15:22:20,tesoura,FO2,1,5,6,3,0,0,0,
28/05/2024,,,,,on,,,off,9,15:23:00,tesoura,FO2,1,14,6,3,0,0,0,
28/05/2024,,,,JH,on,,,off,9,15:27:06,tesoura,CO,2,NA,5,3,1,1,2,
28/05/2024,,,,,on,,,off,9,15:27:11,tesoura,FO1,1,5,5,3,1,0,0,
28/05/2024,,,,JH,on,,,off,9,15:27:54,tesoura,CO,2,5;89,5,3,1,0,0,
28/05/2024,,,,,on,,,off,9,15:28:00,tesoura,FO1,1,97,8,3,1,0,0,
28/05/2024,,,,,on,,,off,9,15:28:50,tesoura,FO2,1,5,8,3,0,0,0,
28/05/2024,,,,JH,on,,,off,9,15:29:49,tesoura,CO,1,NA,9,3,1,0,0,
28/05/2024,,,,,on,,,off,9,15:30:06,tesoura,WN,0,NA,9,3,1,0,0,
28/05/2024,,,,,on,,,off,9,15:30:16,tesoura,CO,2,NA,9,3,1,0,0,
28/05/2024,,,,,off: 15:31,,,off,9,15:30:40,tesoura,CO,1,23,9,3,1,0,0,
28/05/2024,,,,,f142 on:15:31:19,,,off,10,15:32:33,tesoura,FO2,1,NA,3,3,0,0,0,
28/05/2024,,,,,,,,,,15:33:17,tesoura,FO2,1,NA,3,3,0,0,0,
28/05/2024,,,,,,,,,,15:33:51,quarto,FO1,2,NA,10,3,1,0,0,
28/05/2024,,,,,,,,,,15:34:20,quarto,CO,2,5,10,3,1,0,0,
28/05/2024,,,,,on,,,off,9,15:41:00,tesoura,FO2,1,5,7,3,0,0,0,
28/05/2024,,,,,,,,off,9,15:44:13,tesoura,FO2,2,5;7,7,3,0,0,0,
28/05/2024,,,,,,,,off,9,15:44:28,tesoura,FO2,1,50,7,3,0,0,0,
28/05/2024,,,,,,,,off,9,15:46:26,quarto,FO2,1,NA,1,3,0,0,0,
28/05/2024,,,,,off:15:51:20,,,off,9,15:50:41,tesoura,FO2,1,5,7,3,0,0,0,
28/05/2024,,,6540,,,,,off,10,15:54:20,tesoura,CO,1,7,5,5,1,0,0,
28/05/2024,,,,,,,,off,10,15:56:00,tesoura,FO2,2,14,7,3,0,0,0,
28/05/2024,,,,,,,,on: 15:53,10,15:57:09,tesoura,FO2,1,5,7,3,0,0,0,
28/05/2024,16:06,,,,off 16:06,,,off: 16:06,,15:57:46,tesoura,FO2,1,NA,6,3,0,0,0,
29/05/2024,09:42:00 -14:26:00,,,,on: 09:32:26,,,off,NA,9:50:00,quarto,FC,0,4,9,1,,,,too windy to fly
29/05/2024,,,,,,,,off,NA,9:57:43,quarto,CO,2,NA,8,1,1,0,0,
29/05/2024,,,,,,,,off,NA,9:58:40,quarto,CO,1,NA,8,1,1,0,0,
29/05/2024,,,,,148 on:10:00:28,,,off,1,10:00:48,quarto,FC,1,21,8,1,0,0,0,
29/05/2024,,,,,on,,,off,1,10:07:21,quarto,CO,1,NA,5,1,1,0,0,
29/05/2024,,,,,on,,,off,1,10:08:04,quarto,CO,1,NA,5,1,1,0,0,
29/05/2024,,,,,on,,,off,1,10:11:02,quarto,FO2,2,NA,7,1,0,0,0,
29/05/2024,,,,,on,,,off,1,10:13:30,quarto,CO,2,NA,7,1,1,0,0,
29/05/2024,,,,,on,,,off,1,10:16:20,quarto,FO2,1,NA,7,2,0,0,0,
29/05/2024,,,,,off:10:22:27,,,off,1,10:19:38,quarto,FO2,2,17,7,2,0,0,0,
29/05/2024,,,,,off,,,off,1,10:22:27,quarto,CO,2,6,12,2,1,0,0,
29/05/2024,,,6619,,On 149:10:24:05,,,off,2,10:24:12,quarto,CO,1,7,10,2,1,0,0,
29/05/2024,,,,,on ,,,off,2,10:25:09,quarto,CO,1,NA,10,2,1,0,0,
29/05/2024,,,,,on,,,off,2,10:25:28,quarto,CO,1,NA,10,2,1,0,0,
29/05/2024,,,6654,,on,,,off,2,10:31:50,quarto,FC,1,21,5,2,,0,0,
29/05/2024,,,,,on,,,off,2,10:32:37,tesoura,FO2,1,6,6,2,0,0,0,
29/05/2024,,,,,on,,,off,2,10:33:25,quarto,FO2,2,7,5,2,0,0,0,
29/05/2024,,,,,on,,,off,2,10:33:53,quarto,CO,1,NA,6,2,1,0,0,
29/05/2024,,,,JH,on,,,off,2,10:34:21,quarto,CO,1,21,7,2,1,0,0,
29/05/2024,,,,JH,on,,,off,2,10:34:44,quarto,CO,2,4;7,7,2,1,2,2,
29/05/2024,,,,,off:10:44:05,,,off,2,10:37:46,quarto,CO,2,7;4,9,2,1,0,0,
29/05/2024,,,,,off,,,off,NA,10:46:03,quarto,CO,1,7,9,2,1,0,0,
29/05/2024,,,,,off,,,off,NA,10:46:10,quarto,FO1,1,NA,9,2,1,0,0,
29/05/2024,,,,,On 151:10:56:20,,,off,NA,10:53:14,quarto,FO2,2,4,10,2,0,0,0,
29/05/2024,,,,,on,,,off,NA,10:55:04,quarto,FO2,2,6;7,10,2,0,0,0,
29/05/2024,,,6681,JH,on,,,off,3,10:56:24,quarto,CO,1,NA,7,,,,,
29/05/2024,,,6711,10,on,,,off,3,11:07:27,quarto,CO,2,6,5,1,1,1,2,
29/05/2024,,,,,on,,,off,3,11:10:08,quarto,CO,3,7;4,5,1,1,0,0,
29/05/2024,,,,,on,,,off,3,11:12:06,quarto,CO,2,4,6,1,1,0,0,
29/05/2024,,,6742,,on,,,off,3,11:12:36,quarto,CO,2,,6,1,1,0,0,
29/05/2024,,,,,on,,,off,3,11:14:16,quarto,CO,3,7;4,6,1,1,1,1,
29/05/2024,,,6751,,off:11:14:34,,,off,NA,11:14:45,quarto,CO,1,6,6,1,1,0,0,
29/05/2024,,,,,off,,,off,NA,11:17:17,quarto,CO,3,7,7,1,1,0,0,
29/05/2024,,,,,off,,,off,NA,11:20:04,quarto,FO2,1,4,9,1,0,0,0,
29/05/2024,,,,,off,,,off,NA,11:21:51,quarto,FO2,1,,8,1,0,0,0,
29/05/2024,,,,,off,,,off,NA,11:22:33,quarto,CO,2,4,8,1,1,1,1,
29/05/2024,,,,,off,,,off,NA,11:22:41,quarto,FO1,2,6,8,1,1,0,0,
29/05/2024,,,,,off,,,off,NA,11:24:02,quarto,CO,3,6,6,1,1,0,0,
29/05/2024,,,,,off,,,off,NA,11:26:15,quarto,CO,2,6,9,1,1,0,0,
29/05/2024,,,,,off,,,off,NA,11:27:53,quarto,CO,1,7,9,1,1,0,0,
29/05/2024,,,,,off,,,off,NA,11:33:01,quarto,FO2,2,,9,1,0,0,0,
29/05/2024,,,,JH; 33,off,,,off,NA,11:35:39,quarto,CO,2,7,9,1,1,1,2,
29/05/2024,,6D,4155,33,off,,,off,NA,11:38:06,quarto,CO,1,6,9,2,1,0,0,
29/05/2024,,,,,On 154:11:39:40,,,off,4,11:42:43,quarto,FO2,1,0,5,2,1,0,0,
29/05/2024,,,,33,on ,,,off,4,11:48:00,quarto,CO,1,NA,3,1,1,1,2,
29/05/2024,,,,,off:11:59:40,,,off,4,11:59:40,quarto,FC,1,7,6,1,0,0,0,
29/05/2024,,,,,,,,off,5,12:03:22,quarto,CO,1,7,5,1,1,1,0,
29/05/2024,,,,,,,,off,5,12:06:19,quarto,CO,2,21,5,2,1,0,0,
29/05/2024,,,,,,,,off,5,12:09:30,quarto,CO,1,7,5,1,1,0,0,
29/05/2024,,,6945,,,,,off,5,12:09:53,quarto,CO,3,21;4,5,1,1,2,2,
29/05/2024,,,6945,,,,,off,5,12:11:00,quarto,CO,2,7,5,1,1,0,0,
29/05/2024,,,6950,,,,,off,5,12:11:58,quarto,CO,1,NA,5,2,1,0,0,
29/05/2024,,,,,,,,off,5,12:12:46,quarto,WN,0,NA,5,2,1,0,0,
29/05/2024,,,,,,,,off,5,12:12:57,quarto,CO,2,7,5,2,1,0,0,
29/05/2024,,,,,,,,off,5,12:13:27,quarto,CO,1,NA,5,2,1,0,0,
29/05/2024,,,,,,,,off,5,12:13:38,quarto,CO,1,7,7,2,1,1,2,
29/05/2024,,,,,,,,off,5,12:18:10,quarto,CO,1,NA,7,2,1,0,0,
29/05/2024,,,6986,10,,,,off,5,12:21:47,quarto,CO,1,NA ,6,2,1,1,1,
29/05/2024,,,,10,,,,off,5,12:22:56,quarto,CO,1,NA,6,2,1,0,0,
29/05/2024,,6D,4243,,,,,off,NA,12:27:10,quarto,CO,3,6,7,2,1,0,0,
29/05/2024,,,,,,,,off,6,12:28:48,quarto,CO,2,7,7,2,1,2,3,
29/05/2024,,,,,On,,,off,9,14:02:36,quarto,CO,1,,9,1,1,1,1,
29/05/2024,,,,,,,,off,9,14:05:50,quarto,CO,2,7,8,1,1,0,0,
29/05/2024,,,,,,,,off,9,14:06:26,quarto,CO,2,NA,7,1,1,0,0,
29/05/2024,,,,,,,,off,9,14:08:10,quarto,CO,2,NA,8,1,1,0,0,
29/05/2024,,,,,,,,off,9,14:10:58,quarto,CO,1,1,6,1,1,0,0,
29/05/2024,,,,,,,,off,NA,14:11:25,quarto,FO2,1,1,6,1,1,0,0,
29/05/2024,,,,,,,,off,NA,14:12:57,quarto,CO,1,6,9,1,1,0,0,
29/05/2024,,,,,,,,off,NA,14:13:30,quarto,CO,1,7,8,1,1,1,1,
29/05/2024,,,,,,,,off,NA,14:16:40,quarto,FO2,1,4,9,1,1,0,0,
29/05/2024,,,,,,,,off,NA,14:17:00,quarto,CO,2,6,9,1,1,1,2,
29/05/2024,,,,,,,,off,NA,14;18:55,quarto,CO,2,4,8,1,1,0,0,
29/05/2024,,,,,,,,off,NA,14:20:07,quarto,CO,2,NA,8,1,1,0,0,
29/05/2024,,,,,off,,,off,NA,14:21:19,quarto,,1,0,8,1,1,0,0,
30/05/2024,,,,,off,,,off,NA,09:01:01,tesoura,FO2,1,NA,2,1,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:01:56,tesoura,FO2,1,23,2,1,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:03:33,tesoura,FO2,1,NA,2,1,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:05:10,tesoura,FO3,1,23,2,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:06:10,tesoura,FO3,1,NA,2,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:09:49,tesoura,FO2,1,23,2,1,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:10:24,tesoura,FO2,1,NA,2,1,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:11:42,tesoura,FO2,1,23,2,1,0,0,0,
30/05/2024,,,,,on f166: 09:20:33,,,on: 09:20:30,1,09:23:17,tesoura,FO2,1,NA,6,1,0,0,0,
30/05/2024,,,,,on,,,on,1,09:23:54,tesoura,FO2,1,23,6,1,0,0,0,
30/05/2024,,,,,on,,,on,1,09:26:10,tesoura,FO2,1,NA,5,1,0,0,0,
30/05/2024,,,,,on,,,on,1,09:29:27,tesoura,FO3,1,23,4,0,0,0,0,
30/05/2024,,,,,on,,,on,1,09:31:03,tesoura,FO3,1,NA,4,0,0,0,0,
30/05/2024,,,,,on,,,on,1,09:31:46,tesoura,FO3,1,NA,4,0,0,0,0,
30/05/2024,,,,,on,,,on,1,09:32:45,tesoura,FO3,1,23,4,0,0,0,0,
30/05/2024,,,,,on,,,on,1,09:33:50,tesoura,FO3,1,NA,4,0,0,0,0,
30/05/2024,,,,,off f166: 09:34:18,,,off: 09:34:15,1,09:34:04,tesoura,FO3,1,NA,4,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:35:30,tesoura,FO3,1,23,4,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:36:09,tesoura,FO3,1,NA,4,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:37:03,tesoura,FO3,1,NA,4,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:38:39,tesoura,FO3,1,23,4,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:39:53,tesoura,FO3,1,NA,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:41:11,tesoura,FO3,1,23,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:43:44,tesoura,FO3,1,NA,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:45:11,tesoura,FO3,1,NA,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:45:30,quarto,FO3,1,NA,1,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:46:12,tesoura,FO3,1,NA,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:47:10,tesoura,FO3,1,NA,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:48:10,tesoura,FO3,1,NA,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:48:10,tesoura,FO3,1,23,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:49:44,tesoura,FO3,1,NA,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:50:40,tesoura,FO3,1,NA,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:50:52,tesoura,FO3,1,NA,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:51:50,tesoura,FO3,1,23,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:52:27,quarto,FO3,1,NA,2,0,0,1,1,
30/05/2024,,,,,off,,,off,NA,09:52:57,tesoura,FO3,1,NA,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:53:26,tesoura,FO3,1,NA,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:54:33,tesoura,FO3,1,NA,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:55:27,tesoura,FO3,1,23,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:55:57,tesoura,FO3,1,NA,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:56:54,tesoura,FO3,1,NA,5,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:58:48,tesoura,FO3,1,NA,4,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:58:59,tesoura,FO3,1,NA,4,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,09:59:55,quarto,FO3,2,NA,3,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:01:33,tesoura,FO3,1,NA,3,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:01:52,tesoura,FO3,1,NA,3,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:04:41,tesoura,FO3,1,NA,3,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:04:59,tesoura,FO3,1,NA,3,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:05:05,quarto,FO3,1,NA,2,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:06:34,tesoura,FO3,1,NA,3,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:07:50,tesoura,FO3,1,NA,3,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:08:01,quarto,FO3,1,NA,2,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:08:09,quarto,FO3,1,NA,2,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:10:13,tesoura,FO2,1,NA,3,2,0,,,
30/05/2024,,,,,off,,,off,NA,10:10:57,tesoura,FO2,1,NA,3,2,0,,,
30/05/2024,,,,,off,,,off,NA,10:11:13,tesoura,FO2,1,NA,3,2,0,,,
30/05/2024,,,,,on f168: 10:13:27,,,on: 10:13:12,2,10:15:36,tesoura,FO2,1,NA,7,2,0,0,0,
30/05/2024,,,,,on,,,on,2,10:16:41,quarto,FO2,1,NA,2,2,0,0,0,
30/05/2024,,,,,on,,,on,2,10:18:42,tesoura,FO2,1,NA,7,3,0,0,0,
30/05/2024,,,,,on,,,on,2,10:20:13,tesoura,FO2,1,NA,6,3,0,0,0,
30/05/2024,,,,,on,,,on,2,10:21:50,tesoura,FO2,1,NA,6,3,0,0,0,
30/05/2024,,,,,on,,,on,2,10:23:06,tesoura,FO2,1,NA,5,3,0,0,0,
30/05/2024,,,,,on,,,on,2,10:23:42,quarto,FO2,2,NA,3,3,0,0,0,
30/05/2024,,,,,on,,,on,2,10:23:51,quarto,FO2,1,NA,3,3,0,0,0,
30/05/2024,,,,,on,,,on,2,10:24:08,tesoura,FO2,1,NA,5,3,0,1,2,
30/05/2024,,,,,on,,,on,2,10:24:34,tesoura,FO2,2,14,5,3,0,0,0,
30/05/2024,,,,,on,,,on,2,10:25:30,quarto,FO2,1,NA,5,3,0,0,0,
30/05/2024,,,,,on,,,on,2,10:25:51,quarto,FO2,1,NA,3,3,0,0,0,
30/05/2024,,,,,off f168: 10:27:49,,,off: 10:27:40,2,10:27:07,tesoura,FO2,1,NA,3,3,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:30:25,tesoura,FO3,1,NA,2,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:32:51,tesoura,FO3,1,NA,3,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:35:40,quarto,FO3,2,NA,3,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:36:44,tesoura,FO3,1,NA,3,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:38:56,tesoura,FO3,1,NA,3,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:40:19,tesoura,FO3,1,11,4,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:40:21,quarto,FO3,1,NA,3,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:41:47,tesoura,FO3,1,NA,4,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:41:58,quarto,FO3,1,NA,3,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:43:02,quarto,FO3,1,NA,4,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:43:38,tesoura,FO3,1,11,4,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:43:52,tesoura,FO3,1,NA,4,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:45:12,quarto,FO3,1,NA,4,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:45:26,quarto,FO3,2,NA,4,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:45:54,quarto,FO3,1,NA,4,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:50:21,tesoura,FO3,1,62,2,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:53:26,tesoura,FO3,1,NA,2,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:54:45,tesoura,FO3,1,11,2,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:55:16,quarto,FO3,2,NA,2,0,0,0,0,
30/05/2024,,,,,off,,,off,NA,10:55:34,tesoura,FC,1,2,3,0,0,0,0,
30/05/2024,,,,,on 169:11:04:10,,,on:11:04:20,3,11:03:58,tesoura,CO,3,62,10,1,1,0,0,
30/05/2024,,,,,on,,,on,3,11:05:05,tesoura,CO,2,23,10,1,1,1,1,
30/05/2024,,,,,on,,,on,3,11:07:09,tesoura,CO,1,NA,10,1,1,0,0,
30/05/2024,,,,,on,,,on,3,11:07:48,tesoura,CO,1,89,10,1,1,0,0,
30/05/2024,,,,,on,,,on,3,11:09:02,tesoura,FC,1,89,10,1,0,0,0,
30/05/2024,,,,,on,,,on,3,11:10:24,tesoura,FC,1,89,11,1,0,0,0,
30/05/2024,,,,,on,,,on,3,11:11:54,tesoura,FO2,2,23,11,1,0,0,0,
30/05/2024,,,,JH,on,,,on,3,11:12:44,quarto,CO,3,89,6,1,1,0,0,
30/05/2024,,,,JH,on,,,on,3,11:13:09,quarto,WN,0,NA,6,1,1,0,0,
30/05/2024,,,,,on,,,on,3,11:14:03,tesoura,FO2,1,NA,8,1,0,0,0,
30/05/2024,,,,,on,,,on,3,11:14:12,quarto,CO,2,NA,7,1,1,0,0,
30/05/2024,,,,,on,,,on,3,11:15:02,quarto,FC,1,89,7,1,0,0,0,
30/05/2024,,,,,on,,,on,3,11:15:30,tesoura,FO2,1,23,8,1,0,0,0,
30/05/2024,,,,,on,,,on,3,11:17:12,tesoura,FO2,1,NA,8,1,0,0,0,
30/05/2024,,,,,off:11:20:00,,,off:11:18:40,3,11:18:08,tesoura,FO2,2,62,8,1,0,0,0,
30/05/2024,,,,,off,,,off,NA,11:19:05,tesoura,FO2,1,23,8,1,0,0,0,
30/05/2024,,,,,off,,,off,NA,11:23:16,tesoura,FO2,1,62,7,1,0,0,0,
30/05/2024,,,,,off,,,off,NA,11:26:37,tesoura,FO2,1,NA,8,1,0,0,0,
30/05/2024,,,,,on 170:11:27:18,,,on:11:27:34,4,11:27:52,tesoura,FO2,1,23,8,1,0,0,0,
30/05/2024,,,,,on,,,on,4,11:30:41,quarto,CO,3,NA,7,1,1,0,0,
30/05/2024,,,,,on,,,on,4,11:31:36,tesoura,FO2,1,23,7,1,0,0,0,
30/05/2024,,,,,on,,,on,4,11:32:01,quarto,CO,5,89,7,1,1,1,1,
30/05/2024,,,,,on,,,on,4,11:32:58,tesoura,FO2,1,62,7,1,0,0,0,
30/05/2024,,,,,on,,,on,4,11:34:28,tesoura,FO2,1,NA,7,1,0,0,0,
30/05/2024,,,,,on,,,on,4,11:35:42,tesoura,FO2,1,NA,9,1,0,0,0,
30/05/2024,,,,,on,,,on,4,11:37:34,tesoura,FO2,1,NA,9,1,0,0,0,
30/05/2024,,,,,on,,,on,4,11:38:20,tesoura,FO2,1,NA,9,1,0,0,0,
30/05/2024,,,,,on,,,on,4,11:38:37,tesoura,FO2,1,62,9,1,0,0,0,
30/05/2024,,,,,on,,,on,4,11:39:27,tesoura,FO2,1,NA,9,1,0,0,0,
30/05/2024,,,,,on,,,on,4,11:39:59,quarto,CO,1,21,8,1,1,0,0,
30/05/2024,,,,,off:11:43:07,,,off:11:43:00,4,11:42:34,tesoura,FO2,1,23,8,1,0,0,0,
30/05/2024,,,,,off,,,off,NA,11:43:44,tesoura,FO2,1,NA,8,1,0,0,0,
